pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_linked_issues,time_since_last_commit,number_of_reviews_requested,number_of_revisions,number_of_milestones,comment_authors,issue_comments_text,reviews_text,issue_text,review_comments
29045,2023-12-09T16:25:33Z,2023-12-11T09:38:37Z,hebasto,3,0,1,9,3,0,0,"['Windows', 'Build system']",2.0,0,33144927.0,0,0,52696.051084,0,1,0,"['sipsorcery', 'hebasto', 'DrahtBot']","<!--e57a25ab6845829454e8d69fc972939a-->

The following sections might be updated with supplementary metadata relevant to reviewers and maintainers.

<!--006a51241073e994b41acfe9ec718e94-->
### Code Coverage
For detailed information about the code coverage, see the [test coverage report](https://corecheck.dev/bitcoin/bitcoin/pulls/29045).
<!--021abf342d371248e50ceaed478a90ca-->
### Reviews
See [the guideline](https://github.com/bitcoin/bitcoin/blob/master/CONTRIBUTING.md#code-review) for information on the review process.
| Type | Reviewers |
| ---- | --------- |
| ACK | [sipsorcery](https://github.com/bitcoin/bitcoin/pull/29045#issuecomment-1848790814) |

If your review is incorrectly listed, please react with 👎 to this comment and the bot will ignore it on the next update.
 Friendly ping @sipsorcery :) tACK 6e0f1d2abbb700d4fd4b956a7d1f9505b653653c.",,"It is awkward not using optimization.

In addition to the obvious benefits for Windows users, this PR reduces the duration of functional tests by an hour.

Picked from https://github.com/bitcoin/bitcoin/pull/24773.",
31534,2024-12-18T18:44:30Z,2024-12-27T14:54:22Z,l0rinc,4,9,1,7,1,6,5,['UTXO Db and Indexes'],3.0,0,764287.0,0,0,24999.387327,2,1,0,"['l0rinc', 'DrahtBot', '1440000bytes', 'sipa']","<!--e57a25ab6845829454e8d69fc972939a-->

The following sections might be updated with supplementary metadata relevant to reviewers and maintainers.

<!--006a51241073e994b41acfe9ec718e94-->
### Code Coverage & Benchmarks
For details see: https://corecheck.dev/bitcoin/bitcoin/pulls/31534.
<!--021abf342d371248e50ceaed478a90ca-->
### Reviews
See [the guideline](https://github.com/bitcoin/bitcoin/blob/master/CONTRIBUTING.md#code-review) for information on the review process.
| Type | Reviewers |
| ---- | --------- |
| ACK | [tdb3](https://github.com/bitcoin/bitcoin/pull/31534#pullrequestreview-2519642270), [1440000bytes](https://github.com/bitcoin/bitcoin/pull/31534#pullrequestreview-2519647341), [sipa](https://github.com/bitcoin/bitcoin/pull/31534#issuecomment-2559992151), [danielabrozzoni](https://github.com/bitcoin/bitcoin/pull/31534#pullrequestreview-2521023819) |
| Concept ACK | [theuni](https://github.com/bitcoin/bitcoin/pull/31534#pullrequestreview-2512987837), [BrandonOdiwuor](https://github.com/bitcoin/bitcoin/pull/31534#pullrequestreview-2514035020) |

If your review is incorrectly listed, please react with 👎 to this comment and the bot will ignore it on the next update.
<!--174a7506f384e20aa4161008e828411d-->
### Conflicts
Reviewers, this pull request conflicts with the following ones:

* [#30611](https://github.com/bitcoin/bitcoin/pull/30611) (validation: write chainstate to disk every hour by andrewtoth)

If you consider this pull request important, please also help to review the conflicting pull requests. Ideally, start with the one that should be merged first.
 Why is this a warning and not normal log? > Why is this a warning and not normal log?

Instead of logging every time that we're flushing, we only show this when the process will hang for a (likely unexpectedly) long time - hence the warn. utACK 5709718b830161b7c2ba0db545ef0cfa98423597utACK https://github.com/bitcoin/bitcoin/pull/31534/commits/2abfb8372dc06b0eeaccc3ef354173fecc2cedae Concept ACK. Good idea! utACK after addressing the string nit. Concept ACK Tested ACK ec8fa17872c8cb7f214a451aaa23701ced8bd5fb

Great addition! This will prevent many users from believing bitcoind is ""stuck/frozen"".

Performed IBD to block ~100k (dbcache=6000, cache used < 1000MiB). Stopped bitcoind and (as expected) did not see the warning.

Restarted IBD and stopped at block ~300k (cache used > 1000MiB). Warning displayed as expected.

```
^C
2024-12-21T16:28:00Z Shutdown: In progress...
2024-12-21T16:28:00Z opencon thread exit
2024-12-21T16:28:00Z addcon thread exit
2024-12-21T16:28:00Z net thread exit
2024-12-21T16:28:02Z UpdateTip: new best=00000000000000006a0f8a4137c14c4ebbfd4845f3d17777d8efc1308fe4616b height=300085 version=0x00000002 log2_work=78.509378 tx=38492174 date='2014-05-10T18:18:22Z' progress=0.033936 cache=1443.7MiB(11747928txo)
2024-12-21T16:28:02Z msghand thread exit
2024-12-21T16:28:02Z scheduler thread exit
2024-12-21T16:28:02Z Writing 0 mempool transactions to file...
2024-12-21T16:28:02Z Writing 0 unbroadcast transactions to file.
2024-12-21T16:28:02Z Dumped mempool: 0.000s to copy, 0.172s to dump, 27 bytes dumped to file
2024-12-21T16:28:02Z Flushed fee estimates to fee_estimates.dat.
2024-12-21T16:28:03Z [warning] Flushing large 1 GiB UTXO set to disk may take several minutes.
2024-12-21T16:29:07Z Shutdown: done
```

I'd be ok with KiB, MiB, or GiB. The important part is ""may take several minutes,"" which is already included. re ACK 5709718b830161b7c2ba0db545ef0cfa98423597 ACK https://github.com/bitcoin/bitcoin/pull/31534/commits/5709718b830161b7c2ba0db545ef0cfa98423597 tACK 5709718b830161b7c2ba0db545ef0cfa98423597

Code looks good to me, I did some manual testing by starting the node with a large dbcache, waiting for the cache to go over 1GiB and then stopping the node, as suggested in the PR description.","utACK https://github.com/bitcoin/bitcoin/pull/31534/commits/2abfb8372dc06b0eeaccc3ef354173fecc2cedae Concept ACK. Good idea! utACK after addressing the string nit. Concept ACK Tested ACK ec8fa17872c8cb7f214a451aaa23701ced8bd5fb

Great addition! This will prevent many users from believing bitcoind is ""stuck/frozen"".

Performed IBD to block ~100k (dbcache=6000, cache used < 1000MiB). Stopped bitcoind and (as expected) did not see the warning.

Restarted IBD and stopped at block ~300k (cache used > 1000MiB). Warning displayed as expected.

```
^C
2024-12-21T16:28:00Z Shutdown: In progress...
2024-12-21T16:28:00Z opencon thread exit
2024-12-21T16:28:00Z addcon thread exit
2024-12-21T16:28:00Z net thread exit
2024-12-21T16:28:02Z UpdateTip: new best=00000000000000006a0f8a4137c14c4ebbfd4845f3d17777d8efc1308fe4616b height=300085 version=0x00000002 log2_work=78.509378 tx=38492174 date='2014-05-10T18:18:22Z' progress=0.033936 cache=1443.7MiB(11747928txo)
2024-12-21T16:28:02Z msghand thread exit
2024-12-21T16:28:02Z scheduler thread exit
2024-12-21T16:28:02Z Writing 0 mempool transactions to file...
2024-12-21T16:28:02Z Writing 0 unbroadcast transactions to file.
2024-12-21T16:28:02Z Dumped mempool: 0.000s to copy, 0.172s to dump, 27 bytes dumped to file
2024-12-21T16:28:02Z Flushed fee estimates to fee_estimates.dat.
2024-12-21T16:28:03Z [warning] Flushing large 1 GiB UTXO set to disk may take several minutes.
2024-12-21T16:29:07Z Shutdown: done
```

I'd be ok with KiB, MiB, or GiB. The important part is ""may take several minutes,"" which is already included. re ACK 5709718b830161b7c2ba0db545ef0cfa98423597 ACK https://github.com/bitcoin/bitcoin/pull/31534/commits/5709718b830161b7c2ba0db545ef0cfa98423597 tACK 5709718b830161b7c2ba0db545ef0cfa98423597

Code looks good to me, I did some manual testing by starting the node with a large dbcache, waiting for the cache to go over 1GiB and then stopping the node, as suggested in the PR description.","Split out of https://github.com/bitcoin/bitcoin/pull/30611#issuecomment-2549027130

Setting a large `-dbcache` size postpones the index writes until the coins cache size exceeds the specified limit. This causes the final flush after manual termination to seemingly hang forever (e.g. tens of minutes for 20 GiB); Now that the `dbcache` upper cap has been lifted, this will become even more apparent, so a warning will be shown when large UTXO sets are flushed (currently >1 GiB), such as:
> 2024-12-18T18:25:03Z Flushed fee estimates to fee_estimates.dat.
> 2024-12-18T18:25:03Z [warning] Flushing large (1 GiB) UTXO set to disk, it may take several minutes
> 2024-12-18T18:25:09Z Shutdown: done

---

You can reproduce it by starting `bitcoind` with a large `-dbcache`:
> mkdir demo  && cmake -B build -DCMAKE_BUILD_TYPE=Release && cmake --build build -j$(nproc) && build/src/bitcoind -datadir=demo **-dbcache=10000**

Waiting until the used memory is over 1 GiB
> 2024-12-18T18:25:02Z UpdateTip: [...] progress=0.069009 cache=**1181.1MiB**(8827981txo)

And cancelling the process from the terminal:
> ^C2024-12-18T18:25:03Z tor: Thread interrupt
> [...]
> 2024-12-18T18:25:03Z **[warning] Flushing large (1 GiB) UTXO set to disk, it may take several minutes*","Could you please name a constant for this?

And while we're at it... it'd be nice to express these sizes in terms of user-defined literals. See:
https://github.com/theuni/bitcoin/commits/user-defined-size-literals/

So this could become:
```c++
static constexpr auto WARN_FLUSH_COINS_SIZE = 1GiB;
if(coins_mem_usage >= WARN_FLUSH_COINS_SIZE)
...
``` I don't mind user defined literals (it's what we did for hexadecimal conversion as well) - but to be fair, [`32<<20`](https://github.com/bitcoin/bitcoin/blob/master/src/dbwrapper.h#L25) isn't a lot worse than`32_MiB` (but the second may be more descriptive, indeed).

[Extracted the constant](https://github.com/bitcoin/bitcoin/compare/2abfb8372dc06b0eeaccc3ef354173fecc2cedae..36a8133c7b30588fdb9302a06dbb40fe5aec7d12), let me know how you'd like to apply the user-defined literals - my understanding is that they're not merged yet, right?

Edit: how would we convert bytes to gigabytes that way? `coins_mem_usage / 1_GiB` instead of `coins_mem_usage >> 30`? Yeah, I find `coins_mem_usage / 1_GiB` to be much more obvious in meaning.

But sure, it's out of scope for this PR. I'll open another one for that. Thanks for the constant.

This is now printing GiB, and the very next log line will be printing kB. Not exactly pretty, but I suppose it's only when bench is on.

Also, to the average user seeing this, it may not be exactly clear what you're trying to communicate. How about adding ""This may take some time."" or so? > This is now printing GiB, and the very next log line will be printing kB. Not exactly pretty, but I suppose it's only when bench is on.

Yeah, I saw that, it's dividing by 1000 - [changed](https://github.com/bitcoin/bitcoin/compare/36a8133c7b30588fdb9302a06dbb40fe5aec7d12..ec8fa17872c8cb7f214a451aaa23701ced8bd5fb) to `KiB` and `>> 10`. ```suggestion
            if (coins_mem_usage >= WARN_FLUSH_COINS_SIZE) LogWarning(""Flushing %d GiB UTXO set to disk, it may take several minutes"", coins_mem_usage >> 30);
```             The *large* part is important, we're not always displaying this, only when flushing is expected to take a long time It is grammatically incorrect to write ""large N GiB"".  K, [rephrased it](https://github.com/bitcoin/bitcoin/compare/ec8fa17872c8cb7f214a451aaa23701ced8bd5fb..5709718b830161b7c2ba0db545ef0cfa98423597) to `Flushing large (1 GiB) UTXO set to disk, it may take several minutes`"
