mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_clf__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5133852958679199,0.019340250754218746,0.06479229927062988,0.007396332534159071,,sqrt,1,2,200,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'none'}",0.6043467185210722,0.6095535590592849,0.6155601168771838,0.6221810879387519,0.6023220395005562,0.6107927043793698,0.007311113189094331,3
0.4953930854797363,0.02057934484345139,0.06818561553955078,0.0020853076621809162,,sqrt,1,2,200,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'undersample'}",0.5787766986645677,0.5745066755175985,0.5765581606081586,0.6222477967360168,0.5848547998021028,0.5873888262656889,0.017770711750906748,46
0.551701831817627,0.014245310457498592,0.06709980964660645,0.0057296627589157245,,sqrt,1,2,200,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'oversample'}",0.5934351982770736,0.5941349234960865,0.6132298416998256,0.6279024885084126,0.5984523755412857,0.6054309655045368,0.013311585407685315,9
1.0876691818237305,0.021018666871140478,0.1528151035308838,0.005653272419319613,,sqrt,1,2,500,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'none'}",0.6086593928198933,0.6064176329253189,0.6151501746110161,0.6293644634745925,0.6095773564162308,0.6138338040494103,0.008280406823392449,1
1.0394370079040527,0.021684792048001517,0.13760781288146973,0.012381708721090958,,sqrt,1,2,500,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'undersample'}",0.5907536109217757,0.5742044859447253,0.5779066550605907,0.6211328567089618,0.5866095062363454,0.5901214229744798,0.016595129903943552,41
1.1584805965423584,0.008534972579671759,0.14662590026855468,0.008949702717374178,,sqrt,1,2,500,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'oversample'}",0.5998180043816828,0.5914763462586979,0.6060150201179493,0.6310003074555606,0.6001838195892935,0.6056986995606369,0.013472514472768,7
0.5157039642333985,0.016826780758536726,0.06366887092590331,0.004780146776389404,,sqrt,1,10,200,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'none'}",0.5925463523365352,0.5939339596214258,0.6122014732703446,0.6269088945423773,0.5990741450886317,0.6049329649718629,0.012996189865295568,10
0.5085544586181641,0.018749340461283816,0.061440134048461915,0.006299355949807792,,sqrt,1,10,200,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'undersample'}",0.5951408595483612,0.5609976518934003,0.5688897306631758,0.6211553347731139,0.5746123680286072,0.5841591889813318,0.021679791695486676,52
0.5657253742218018,0.020159486358109484,0.06987485885620118,0.003976448166733392,,sqrt,1,10,200,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'oversample'}",0.5995238600457562,0.5935030821693735,0.6018538464155194,0.6294472772527595,0.5918041616288094,0.6032264455024435,0.013624518695298174,17
1.0981164932250977,0.026420325867612435,0.14143056869506837,0.012107279730674386,,sqrt,1,10,500,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500, 'clf__strategy': 'none'}",0.5893066726606593,0.5930308861372082,0.608285788900294,0.6229475156759261,0.5998769239142342,0.6026895574576644,0.012016697733973803,18
